case_id,customer_id,case_type,created_date,lookback_days,case_age_days,reviewed_txn_count,reviewed_amount,high_risk_txn_count,red_flag_count,primary_red_flag,case_risk_score,priority,disposition,sar_flag,customer_name,customer_type,country,kyc_risk,pep_flag,expected_monthly_volume,investigation_summary,sar_decision_reason
CASE0213,CUST10071,Business Activity Inconsistent with Profile,2026-09-04,180,21,115,12463.61,15,4,Rapid Movement,71,High,SAR Filed,1,Customer 0072,Individual,United States,High,0,4249.45,Reviewed 115 transactions over a 180-day lookback. Observed rapid movement indicators and 15 high-risk transactions. Customer KYC risk is high with case risk score 71.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0214,CUST10552,Unusual Volume Increase,2026-02-07,90,3,101,76566.15,23,4,Funnel Activity,59,High,Close - No Suspicion,0,Customer 0553,Individual,United States,Low,0,15631.48,Reviewed 101 transactions over a 90-day lookback. Observed funnel activity indicators and 23 high-risk transactions. Customer KYC risk is low with case risk score 59.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0215,CUST10257,Structuring / Cash Activity,2026-05-26,30,24,32,88029.65,2,2,Activity Inconsistent with Profile,50,Moderate,Close - No Suspicion,0,Customer 0258,Individual,United States,Moderate,0,15510.31,Reviewed 32 transactions over a 30-day lookback. Observed activity inconsistent with profile indicators and 2 high-risk transactions. Customer KYC risk is moderate with case risk score 50.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0216,CUST10219,Business Activity Inconsistent with Profile,2026-03-18,90,44,70,22078.32,2,2,Funnel Activity,61,Moderate,SAR Recommended,1,Customer 0220,Individual,United States,Low,0,8911.58,Reviewed 70 transactions over a 90-day lookback. Observed funnel activity indicators and 2 high-risk transactions. Customer KYC risk is low with case risk score 61.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0217,CUST10291,Rapid Movement of Funds,2026-09-06,90,42,119,6823.25,5,5,Rapid Movement,68,High,Escalate for Additional Review,0,Customer 0292,Individual,United States,Moderate,0,12471.88,Reviewed 119 transactions over a 90-day lookback. Observed rapid movement indicators and 5 high-risk transactions. Customer KYC risk is moderate with case risk score 68.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0218,CUST10415,Unusual Volume Increase,2026-02-13,30,34,44,40071.67,8,2,Rapid Movement,62,Moderate,Close - No Suspicion,0,Customer 0416,Individual,United States,Low,0,8153.45,Reviewed 44 transactions over a 30-day lookback. Observed rapid movement indicators and 8 high-risk transactions. Customer KYC risk is low with case risk score 62.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0219,CUST10338,Structuring / Cash Activity,2026-01-29,30,44,18,200744.2,6,0,High-Risk Jurisdiction,41,Low,Close - No Suspicion,0,Customer 0339,Individual,China,Low,0,19501.36,Reviewed 18 transactions over a 30-day lookback. Observed high-risk jurisdiction indicators and 6 high-risk transactions. Customer KYC risk is low with case risk score 41.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0220,CUST10588,Structuring / Cash Activity,2026-01-29,60,19,87,73621.6,17,6,Activity Inconsistent with Profile,58,Critical,SAR Recommended,1,Customer 0589,Individual,United States,Moderate,0,55008.15,Reviewed 87 transactions over a 60-day lookback. Observed activity inconsistent with profile indicators and 17 high-risk transactions. Customer KYC risk is moderate with case risk score 58.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0221,CUST10596,High-Risk Wires,2026-05-07,60,5,94,11367.56,9,3,High-Risk Jurisdiction,71,High,Escalate for Additional Review,0,Customer 0597,Individual,India,Low,0,7721.38,Reviewed 94 transactions over a 60-day lookback. Observed high-risk jurisdiction indicators and 9 high-risk transactions. Customer KYC risk is low with case risk score 71.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0222,CUST10666,Structuring / Cash Activity,2026-04-07,30,12,53,22548.33,10,5,High-Risk Jurisdiction,59,High,Close - No Suspicion,0,Customer 0667,Individual,China,Moderate,0,1976.46,Reviewed 53 transactions over a 30-day lookback. Observed high-risk jurisdiction indicators and 10 high-risk transactions. Customer KYC risk is moderate with case risk score 59.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0223,CUST10066,High-Risk Wires,2026-08-19,90,32,48,15111.43,7,2,High-Risk Jurisdiction,51,Moderate,Escalate for Additional Review,0,Customer 0067,Individual,Russia,Low,1,11174.18,Reviewed 48 transactions over a 90-day lookback. Observed high-risk jurisdiction indicators and 7 high-risk transactions. Customer KYC risk is low with case risk score 51.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0224,CUST10673,High-Risk Wires,2026-04-28,60,29,30,34865.53,3,4,Funnel Activity,58,High,Escalate for Additional Review,0,Customer 0674,Individual,United States,Low,0,3772.06,Reviewed 30 transactions over a 60-day lookback. Observed funnel activity indicators and 3 high-risk transactions. Customer KYC risk is low with case risk score 58.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0225,CUST10620,Rapid Movement of Funds,2026-06-26,90,2,96,39297.7,20,5,Rapid Movement,51,High,Escalate for Additional Review,0,Customer 0621,Individual,United Arab Emirates,Moderate,0,6561.81,Reviewed 96 transactions over a 90-day lookback. Observed rapid movement indicators and 20 high-risk transactions. Customer KYC risk is moderate with case risk score 51.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0226,CUST10502,Business Activity Inconsistent with Profile,2026-05-05,30,8,44,18506.37,11,4,High-Risk Jurisdiction,40,High,Close - No Suspicion,0,Customer 0503,Individual,India,Low,0,4477.29,Reviewed 44 transactions over a 30-day lookback. Observed high-risk jurisdiction indicators and 11 high-risk transactions. Customer KYC risk is low with case risk score 40.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0227,CUST10403,Unusual Volume Increase,2026-03-01,180,23,56,100162.91,13,2,Unusual Volume,46,Low,Close - No Suspicion,0,Customer 0404,Individual,Mexico,High,0,13419.53,Reviewed 56 transactions over a 180-day lookback. Observed unusual volume indicators and 13 high-risk transactions. Customer KYC risk is high with case risk score 46.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0228,CUST10885,P2P / Funnel Activity,2026-05-27,90,42,70,480588.24,7,8,Funnel Activity,63,Critical,SAR Filed,1,Customer 0886,Individual,United States,High,0,99530.44,Reviewed 70 transactions over a 90-day lookback. Observed funnel activity indicators and 7 high-risk transactions. Customer KYC risk is high with case risk score 63.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0229,CUST10745,P2P / Funnel Activity,2026-03-27,90,34,55,51285.88,5,2,Rapid Movement,55,Moderate,Close - No Suspicion,0,Customer 0746,Individual,Turkey,Low,0,11706.01,Reviewed 55 transactions over a 90-day lookback. Observed rapid movement indicators and 5 high-risk transactions. Customer KYC risk is low with case risk score 55.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0230,CUST10768,Business Activity Inconsistent with Profile,2026-02-09,60,18,10,20304.91,1,3,Structuring,74,High,SAR Recommended,1,Customer 0769,Individual,United States,High,0,4345.57,Reviewed 10 transactions over a 60-day lookback. Observed structuring indicators and 1 high-risk transactions. Customer KYC risk is high with case risk score 74.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0231,CUST10123,Business Activity Inconsistent with Profile,2026-08-26,60,41,79,62446.25,16,2,Unusual Volume,43,Low,Escalate for Additional Review,0,Customer 0124,Individual,United Kingdom,Low,0,6470.62,Reviewed 79 transactions over a 60-day lookback. Observed unusual volume indicators and 16 high-risk transactions. Customer KYC risk is low with case risk score 43.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0232,CUST10213,High-Risk Wires,2026-02-11,60,34,23,43508.24,4,4,Activity Inconsistent with Profile,48,High,Close - No Suspicion,0,Customer 0214,Individual,United States,Moderate,0,16491.64,Reviewed 23 transactions over a 60-day lookback. Observed activity inconsistent with profile indicators and 4 high-risk transactions. Customer KYC risk is moderate with case risk score 48.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0233,CUST10230,Business Activity Inconsistent with Profile,2026-05-23,90,42,39,32552.67,11,3,Structuring,64,Moderate,Close - No Suspicion,0,Customer 0231,Individual,United Kingdom,Low,1,3425.18,Reviewed 39 transactions over a 90-day lookback. Observed structuring indicators and 11 high-risk transactions. Customer KYC risk is low with case risk score 64.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0234,CUST10781,Unusual Volume Increase,2026-04-30,180,43,11,22314.47,2,5,Rapid Movement,45,High,Close - No Suspicion,0,Customer 0782,Individual,United States,Moderate,0,27165.98,Reviewed 11 transactions over a 180-day lookback. Observed rapid movement indicators and 2 high-risk transactions. Customer KYC risk is moderate with case risk score 45.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0235,CUST10726,Unusual Volume Increase,2026-05-12,90,36,99,35467.9,15,3,Unusual Volume,44,Low,Close - No Suspicion,0,Customer 0727,Individual,Turkey,Low,0,24054.2,Reviewed 99 transactions over a 90-day lookback. Observed unusual volume indicators and 15 high-risk transactions. Customer KYC risk is low with case risk score 44.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0236,CUST10275,Business Activity Inconsistent with Profile,2026-02-22,180,33,15,82441.99,2,2,Rapid Movement,44,Low,SAR Filed,1,Customer 0276,Business,United States,Low,0,15050.19,Reviewed 15 transactions over a 180-day lookback. Observed rapid movement indicators and 2 high-risk transactions. Customer KYC risk is low with case risk score 44.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0237,CUST10150,Structuring / Cash Activity,2026-02-27,90,29,66,341953.63,5,6,High-Risk Jurisdiction,69,Critical,Close - No Suspicion,0,Customer 0151,Business,China,Low,0,5768.93,Reviewed 66 transactions over a 90-day lookback. Observed high-risk jurisdiction indicators and 5 high-risk transactions. Customer KYC risk is low with case risk score 69.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0238,CUST10247,Unusual Volume Increase,2026-05-22,30,35,15,25752.29,1,1,Funnel Activity,42,Low,SAR Filed,1,Customer 0248,Individual,United States,Low,0,5327.27,Reviewed 15 transactions over a 30-day lookback. Observed funnel activity indicators and 1 high-risk transactions. Customer KYC risk is low with case risk score 42.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0239,CUST10260,High-Risk Wires,2026-02-17,30,45,40,112397.47,4,3,Activity Inconsistent with Profile,78,High,Escalate for Additional Review,0,Customer 0261,Business,Canada,High,0,46721.92,Reviewed 40 transactions over a 30-day lookback. Observed activity inconsistent with profile indicators and 4 high-risk transactions. Customer KYC risk is high with case risk score 78.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0240,CUST10635,Unusual Volume Increase,2026-05-10,30,7,11,14208.95,2,2,Rapid Movement,61,Moderate,Close - No Suspicion,0,Customer 0636,Individual,Mexico,Low,0,5412.51,Reviewed 11 transactions over a 30-day lookback. Observed rapid movement indicators and 2 high-risk transactions. Customer KYC risk is low with case risk score 61.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
